Sbj,Emo,Fctype,Grp,Emo2,Trial,Side,fixDur,fixNum,TotlDur,TotlNum,weight,fixDurPor,Famil
1,FEAR,Other,UK,FEAR,1,L,2.649,2,4.049,7,0.8098,0.654235613731786,famil
1,FEAR,Other,UK,HAPPY,1,R,0.917,3,4.049,7,0.8098,0.22647567300568,novel
1,FEAR,Other,UK,FEAR,2,R,2.715,5,4.197,8,0.8394,0.646890636168692,famil
1,FEAR,Other,UK,HAPPY,2,L,1.482,3,4.197,8,0.8394,0.353109363831308,novel
2,FEAR,Other,UK,FEAR,1,L,2.465,6,4.514,12,0.9028,0.546078865750997,famil
2,FEAR,Other,UK,HAPPY,1,R,2.049,6,4.514,12,0.9028,0.453921134249003,novel
2,FEAR,Other,UK,FEAR,2,R,2.797,5,4.029,6,0.8058,0.69421692727724,famil
2,FEAR,Other,UK,HAPPY,2,L,1.232,1,4.029,6,0.8058,0.30578307272276,novel
3,FEAR,Other,UK,FEAR,1,R,1.733,4,4.315,12,0.863,0.40162224797219,famil
3,FEAR,Other,UK,HAPPY,1,L,2.249,6,4.315,12,0.863,0.521205098493627,novel
3,FEAR,Other,UK,FEAR,2,L,1.882,4,3.814,6,0.7628,0.493445201887782,famil
3,FEAR,Other,UK,HAPPY,2,R,1.932,2,3.814,6,0.7628,0.506554798112218,novel
4,FEAR,Other,UK,FEAR,1,L,2.247,6,4.361,11,0.8722,0.515248796147673,famil
4,FEAR,Other,UK,HAPPY,1,R,2.114,5,4.361,11,0.8722,0.484751203852327,novel
4,FEAR,Other,UK,FEAR,2,R,2.598,6,4.264,11,0.8528,0.609287054409006,famil
4,FEAR,Other,UK,HAPPY,2,L,1.666,5,4.264,11,0.8528,0.390712945590994,novel
5,FEAR,Other,UK,FEAR,1,L,1.683,4,4.398,8,0.8796,0.382673942701228,famil
5,FEAR,Other,UK,HAPPY,1,R,2.215,3,4.398,8,0.8796,0.503638017280582,novel
5,FEAR,Other,UK,FEAR,2,R,2.916,6,4.448,11,0.8896,0.655575539568345,famil
5,FEAR,Other,UK,HAPPY,2,L,0.949,3,4.448,11,0.8896,0.213354316546763,novel
6,FEAR,Other,UK,FEAR,1,R,2.563,7,4.478,11,0.8956,0.572353729343457,famil
6,FEAR,Other,UK,HAPPY,1,L,1.915,4,4.478,11,0.8956,0.427646270656543,novel
6,FEAR,Other,UK,FEAR,2,L,1.565,3,2.614,6,0.5228,0.598699311400153,famil
6,FEAR,Other,UK,HAPPY,2,R,0.716,2,2.614,6,0.5228,0.273909716908952,novel
7,FEAR,Other,UK,FEAR,1,L,1.016,3,3.548,10,0.7096,0.286358511837655,famil
7,FEAR,Other,UK,HAPPY,1,R,2.132,6,3.548,10,0.7096,0.600901916572717,novel
7,FEAR,Other,UK,FEAR,2,R,2.565,7,3.614,10,0.7228,0.709739900387382,famil
7,FEAR,Other,UK,HAPPY,2,L,1.049,3,3.614,10,0.7228,0.290260099612618,novel
8,FEAR,Other,UK,FEAR,1,R,2.066,4,3.98,8,0.796,0.519095477386935,famil
8,FEAR,Other,UK,HAPPY,1,L,1.914,4,3.98,8,0.796,0.480904522613065,novel
8,FEAR,Other,UK,FEAR,2,L,2.565,6,4.114,9,0.8228,0.623480797277589,famil
8,FEAR,Other,UK,HAPPY,2,R,1.549,3,4.114,9,0.8228,0.376519202722411,novel
9,FEAR,Other,UK,FEAR,1,R,2.381,6,3.78,10,0.756,0.62989417989418,famil
9,FEAR,Other,UK,HAPPY,1,L,1.399,4,3.78,10,0.756,0.37010582010582,novel
9,FEAR,Other,UK,FEAR,2,L,2.016,4,3.549,9,0.7098,0.568047337278106,famil
9,FEAR,Other,UK,HAPPY,2,R,1.233,3,3.549,9,0.7098,0.34742180896027,novel
10,FEAR,Other,UK,FEAR,1,R,2.065,4,4.082,9,0.8164,0.505879470847624,famil
10,FEAR,Other,UK,HAPPY,1,L,2.017,5,4.082,9,0.8164,0.494120529152376,novel
10,FEAR,Other,UK,FEAR,2,L,2.631,4,4.329,7,0.8658,0.607761607761608,famil
10,FEAR,Other,UK,HAPPY,2,R,1.698,3,4.329,7,0.8658,0.392238392238392,novel
11,FEAR,Other,UK,FEAR,1,R,1.332,3,4.08,11,0.816,0.326470588235294,famil
11,FEAR,Other,UK,HAPPY,1,L,2.748,8,4.08,11,0.816,0.673529411764706,novel
11,FEAR,Other,UK,FEAR,2,L,1.416,3,4.248,10,0.8496,0.333333333333333,famil
11,FEAR,Other,UK,HAPPY,2,R,2.832,7,4.248,10,0.8496,0.666666666666667,novel
12,FEAR,Other,UK,FEAR,1,R,2.764,4,4.313,6,0.8626,0.640853234407605,famil
12,FEAR,Other,UK,HAPPY,1,L,1.549,2,4.313,6,0.8626,0.359146765592395,novel
12,FEAR,Other,UK,FEAR,2,L,1.783,4,4.514,8,0.9028,0.394993354009747,famil
12,FEAR,Other,UK,HAPPY,2,R,2.731,4,4.514,8,0.9028,0.605006645990253,novel
13,FEAR,Other,UK,FEAR,1,R,1.981,5,4.212,12,0.8424,0.470322886989554,famil
13,FEAR,Other,UK,HAPPY,1,L,2.231,7,4.212,12,0.8424,0.529677113010446,novel
13,FEAR,Other,UK,FEAR,2,L,2.547,6,3.564,10,0.7128,0.714646464646465,famil
13,FEAR,Other,UK,HAPPY,2,R,0.767,3,3.564,10,0.7128,0.215207631874299,novel
14,FEAR,Other,UK,FEAR,1,L,1,3,3.797,15,0.7594,0.263365815117198,famil
14,FEAR,Other,UK,HAPPY,1,R,1.215,4,3.797,15,0.7594,0.319989465367395,novel
14,FEAR,Other,UK,FEAR,2,R,0.766,3,4.43,12,0.886,0.172911963882618,famil
14,FEAR,Other,UK,HAPPY,2,L,2.848,6,4.43,12,0.886,0.642889390519187,novel
15,FEAR,Other,UK,FEAR,1,R,1.35,3,3.88,10,0.776,0.347938144329897,famil
15,FEAR,Other,UK,HAPPY,1,L,2.164,6,3.88,10,0.776,0.557731958762887,novel
15,FEAR,Other,UK,FEAR,2,L,2.199,5,4.164,8,0.8328,0.528097982708934,famil
15,FEAR,Other,UK,HAPPY,2,R,1.965,3,4.164,8,0.8328,0.471902017291066,novel
16,FEAR,Other,UK,FEAR,1,L,2.066,5,4.863,13,0.9726,0.424840633353897,famil
16,FEAR,Other,UK,HAPPY,1,R,1.732,4,4.863,13,0.9726,0.356158749742957,novel
16,FEAR,Other,UK,FEAR,2,R,1.166,3,4.315,11,0.863,0.270220162224797,famil
16,FEAR,Other,UK,HAPPY,2,L,2.232,4,4.315,11,0.863,0.517265353418308,novel
17,FEAR,Other,UK,FEAR,1,R,0.966,3,1.548,5,0.3096,0.624031007751938,famil
17,FEAR,Other,UK,HAPPY,1,L,0.316,1,1.548,5,0.3096,0.204134366925065,novel
17,FEAR,Other,UK,FEAR,2,L,0.999,2,2.898,7,0.5796,0.34472049689441,famil
17,FEAR,Other,UK,HAPPY,2,R,1.549,4,2.898,7,0.5796,0.534506556245687,novel
18,FEAR,Other,UK,FEAR,1,R,2.098,6,3.897,13,0.7794,0.538362843212728,famil
18,FEAR,Other,UK,HAPPY,1,L,1.483,5,3.897,13,0.7794,0.380549140364383,novel
18,FEAR,Other,UK,FEAR,2,L,1.699,5,4.213,12,0.8426,0.403275575599335,famil
18,FEAR,Other,UK,HAPPY,2,R,2.514,7,4.213,12,0.8426,0.596724424400665,novel
19,FEAR,Other,UK,FEAR,1,R,2.415,7,3.781,10,0.7562,0.638719915366305,famil
19,FEAR,Other,UK,HAPPY,1,L,1.366,3,3.781,10,0.7562,0.361280084633695,novel
19,FEAR,Other,UK,FEAR,2,L,1.914,5,3.147,10,0.6294,0.608198284080076,famil
19,FEAR,Other,UK,HAPPY,2,R,1.233,5,3.147,10,0.6294,0.391801715919924,novel
20,FEAR,Other,UK,FEAR,1,L,0.9,3,3.282,10,0.6564,0.274223034734918,famil
20,FEAR,Other,UK,HAPPY,1,R,1.066,4,3.282,10,0.6564,0.324801950030469,novel
20,FEAR,Other,UK,FEAR,2,R,1.548,5,2.914,10,0.5828,0.531228551818806,famil
20,FEAR,Other,UK,HAPPY,2,L,0.5,3,2.914,10,0.5828,0.171585449553878,novel
21,HAPPY,Other,UK,FEAR,1,L,2.148,8,3.346,12,0.6692,0.641960549910341,novel
21,HAPPY,Other,UK,HAPPY,1,R,0.616,2,3.346,12,0.6692,0.184100418410042,famil
21,HAPPY,Other,UK,FEAR,2,R,2.281,8,3.365,17,0.673,0.677860326894502,novel
21,HAPPY,Other,UK,HAPPY,2,L,0.616,5,3.365,17,0.673,0.183060921248143,famil
22,HAPPY,Other,UK,FEAR,1,R,1.298,4,4.064,9,0.8128,0.319389763779528,novel
22,HAPPY,Other,UK,HAPPY,1,L,2.366,4,4.064,9,0.8128,0.582185039370079,famil
22,HAPPY,Other,UK,FEAR,2,L,1.516,2,4.481,6,0.8962,0.338317339879491,novel
22,HAPPY,Other,UK,HAPPY,2,R,2.099,3,4.481,6,0.8962,0.468422227181433,famil
23,HAPPY,Other,UK,FEAR,1,R,2.231,6,4.83,14,0.966,0.461904761904762,novel
23,HAPPY,Other,UK,HAPPY,1,L,2.299,7,4.83,14,0.966,0.475983436853002,famil
23,HAPPY,Other,UK,FEAR,2,L,3.164,6,4.263,7,0.8526,0.742200328407225,novel
23,HAPPY,Other,UK,HAPPY,2,R,1.099,1,4.263,7,0.8526,0.257799671592775,famil
24,HAPPY,Other,UK,FEAR,1,L,1.982,7,3.698,12,0.7396,0.535965386695511,novel
24,HAPPY,Other,UK,HAPPY,1,R,1.549,4,3.698,12,0.7396,0.41887506760411,famil
24,HAPPY,Other,UK,FEAR,2,R,4.013,7,4.929,10,0.9858,0.814161087441672,novel
24,HAPPY,Other,UK,HAPPY,2,L,0.916,3,4.929,10,0.9858,0.185838912558328,famil
25,HAPPY,Other,UK,FEAR,1,R,1.715,5,3.931,12,0.7862,0.436275756804884,novel
25,HAPPY,Other,UK,HAPPY,1,L,2.216,7,3.931,12,0.7862,0.563724243195116,famil
25,HAPPY,Other,UK,FEAR,2,L,2.332,5,4.664,10,0.9328,0.5,novel
25,HAPPY,Other,UK,HAPPY,2,R,1.682,3,4.664,10,0.9328,0.360634648370497,famil
26,HAPPY,Other,UK,FEAR,1,R,2.549,6,3.332,9,0.6664,0.76500600240096,novel
26,HAPPY,Other,UK,HAPPY,1,L,0.533,2,3.332,9,0.6664,0.159963985594238,famil
26,HAPPY,Other,UK,FEAR,2,L,1.366,2,4.73,12,0.946,0.288794926004228,novel
26,HAPPY,Other,UK,HAPPY,2,R,2.131,5,4.73,12,0.946,0.450528541226216,famil
27,HAPPY,Other,UK,FEAR,1,R,3.531,6,4.714,8,0.9428,0.749045396690709,novel
27,HAPPY,Other,UK,HAPPY,1,L,1.183,2,4.714,8,0.9428,0.250954603309291,famil
27,HAPPY,Other,UK,FEAR,2,L,1.882,5,3.914,9,0.7828,0.480838017373531,novel
27,HAPPY,Other,UK,HAPPY,2,R,2.032,4,3.914,9,0.7828,0.519161982626469,famil
28,HAPPY,Other,UK,FEAR,1,R,2.599,7,4.514,11,0.9028,0.575764288879043,novel
28,HAPPY,Other,UK,HAPPY,1,L,1.399,2,4.514,11,0.9028,0.309924678777138,famil
28,HAPPY,Other,UK,FEAR,2,L,2.548,5,4.28,8,0.856,0.595327102803738,novel
28,HAPPY,Other,UK,HAPPY,2,R,1.732,3,4.28,8,0.856,0.404672897196262,famil
29,HAPPY,Other,UK,FEAR,1,R,3.264,6,4.631,10,0.9262,0.704815374649104,novel
29,HAPPY,Other,UK,HAPPY,1,L,1.15,3,4.631,10,0.9262,0.248326495357374,famil
29,HAPPY,Other,UK,FEAR,2,L,1.533,3,4.514,8,0.9028,0.339610101905184,novel
29,HAPPY,Other,UK,HAPPY,2,R,2.981,5,4.514,8,0.9028,0.660389898094816,famil
30,HAPPY,Other,UK,FEAR,1,R,2.165,5,4.114,10,0.8228,0.526251823043267,novel
30,HAPPY,Other,UK,HAPPY,1,L,1.949,5,4.114,10,0.8228,0.473748176956733,famil
30,HAPPY,Other,UK,FEAR,2,L,1.4,4,4.082,8,0.8164,0.34296913277805,novel
30,HAPPY,Other,UK,HAPPY,2,R,2.682,4,4.082,8,0.8164,0.65703086722195,famil
31,HAPPY,Other,UK,FEAR,1,R,2.698,7,4.363,11,0.8726,0.618381847352739,novel
31,HAPPY,Other,UK,HAPPY,1,L,1.665,4,4.363,11,0.8726,0.381618152647261,famil
31,HAPPY,Other,UK,FEAR,2,L,1.532,3,4.479,13,0.8958,0.342040634070105,novel
31,HAPPY,Other,UK,HAPPY,2,R,2.764,9,4.479,13,0.8958,0.617102031703505,famil
32,HAPPY,Other,UK,FEAR,1,L,2.149,6,3.781,10,0.7562,0.568368156572335,novel
32,HAPPY,Other,UK,HAPPY,1,R,1.632,4,3.781,10,0.7562,0.431631843427665,famil
32,HAPPY,Other,UK,FEAR,2,R,0.583,1,1.199,4,0.2398,0.486238532110092,novel
32,HAPPY,Other,UK,HAPPY,2,L,0.616,3,1.199,4,0.2398,0.513761467889908,famil
33,HAPPY,Other,UK,FEAR,1,L,2.931,7,4.612,11,0.9224,0.63551604509974,novel
33,HAPPY,Other,UK,HAPPY,1,R,1.681,4,4.612,11,0.9224,0.36448395490026,famil
33,HAPPY,Other,UK,FEAR,2,R,1.766,4,3.198,7,0.6396,0.552220137585991,novel
33,HAPPY,Other,UK,HAPPY,2,L,1.049,2,3.198,7,0.6396,0.32801751094434,famil
34,HAPPY,Other,UK,FEAR,1,L,2.397,6,4.695,13,0.939,0.510543130990415,novel
34,HAPPY,Other,UK,HAPPY,1,R,1.632,5,4.695,13,0.939,0.347603833865815,famil
34,HAPPY,Other,UK,FEAR,2,R,1.532,4,4.979,11,0.9958,0.307692307692308,novel
34,HAPPY,Other,UK,HAPPY,2,L,3.347,6,4.979,11,0.9958,0.672223338019683,famil
35,HAPPY,Other,UK,FEAR,1,L,1.932,4,3.715,8,0.743,0.520053835800808,novel
35,HAPPY,Other,UK,HAPPY,1,R,1,2,3.715,8,0.743,0.269179004037685,famil
35,HAPPY,Other,UK,FEAR,2,R,1.532,2,3.314,9,0.6628,0.462281231140616,novel
35,HAPPY,Other,UK,HAPPY,2,L,1.782,7,3.314,9,0.6628,0.537718768859385,famil
36,HAPPY,Other,UK,FEAR,1,R,1.383,4,3.315,11,0.663,0.417194570135747,novel
36,HAPPY,Other,UK,HAPPY,1,L,1.782,6,3.315,11,0.663,0.537556561085973,famil
36,HAPPY,Other,UK,FEAR,2,L,1.049,4,1.832,9,0.3664,0.572598253275109,novel
36,HAPPY,Other,UK,HAPPY,2,R,0.383,4,1.832,9,0.3664,0.209061135371179,famil
37,HAPPY,Other,UK,FEAR,1,L,2.582,6,4.514,9,0.9028,0.571998227735933,novel
37,HAPPY,Other,UK,HAPPY,1,R,1.932,3,4.514,9,0.9028,0.428001772264067,famil
37,HAPPY,Other,UK,FEAR,2,R,2.382,5,3.797,8,0.7594,0.627337371609165,novel
37,HAPPY,Other,UK,HAPPY,2,L,1.032,2,3.797,8,0.7594,0.271793521200948,famil
38,HAPPY,Other,UK,FEAR,1,L,2.098,6,3.863,11,0.7726,0.543101216670981,novel
38,HAPPY,Other,UK,HAPPY,1,R,1.515,4,3.863,11,0.7726,0.392182241780999,famil
38,HAPPY,Other,UK,FEAR,2,R,1.448,3,3.331,13,0.6662,0.434704293005103,novel
38,HAPPY,Other,UK,HAPPY,2,L,1.117,6,3.331,13,0.6662,0.33533473431402,famil
39,HAPPY,Other,UK,FEAR,1,L,2.632,6,4.015,9,0.803,0.655541718555417,novel
39,HAPPY,Other,UK,HAPPY,1,R,1.183,2,4.015,9,0.803,0.294645080946451,famil
39,HAPPY,Other,UK,FEAR,2,R,1.365,3,2.814,4,0.5628,0.485074626865672,novel
39,HAPPY,Other,UK,HAPPY,2,L,1.449,1,2.814,4,0.5628,0.514925373134328,famil
40,FEAR,Own,JAPAN,FEAR,1,L,2.282,5,4.514,8,0.9028,0.505538325210456,famil
40,FEAR,Own,JAPAN,HAPPY,1,R,2.232,3,4.514,8,0.9028,0.494461674789544,novel
